census_year,census_subdivision_id,track_usetype,track_operatoena,track_ownerena,station_stnenname,station_stntype,station_stnusr1ena
2011,5909016,Freight,Canadian National,Canadian National,Stout,Unknown,Canadian National
2011,5933074,Freight and Passenger,Canadian National,Canadian National,Barriere,Unknown,Canadian National
2011,5951015,Freight,Canadian National,Canadian National,Martin,Unknown,Canadian National
2011,5953048,Freight,Canadian National,Canadian National,Dewey,Unknown,Canadian National
2011,5941812,Freight and Tourist,Canadian National,Canadian National,,,
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Bend,Mixed,Canadian National
2011,5941010,Freight and Tourist,Canadian National,Canadian National,Gibraltar,Unknown,Canadian National
2011,5933037,Freight and Tourist,Canadian Pacific,Canadian Pacific,Basque,Unknown,Canadian National
2011,5941005,Freight and Tourist,Canadian National,Canadian National,Exeter,Unknown,Canadian National
2011,5951820,Freight and Passenger,Canadian National,Canadian National,,,
2011,5909014,Freight,Canadian National,Canadian National,Martinson,Unknown,Canadian National
2011,5909020,Freight and Passenger,Canadian National,Canadian National,Arnold,Unknown,Canadian National
2011,5951034,Freight and Passenger,Canadian National,Canadian National,Houston,Mixed,Canadian Pacific
2011,5951810,Freight,Canadian National,Canadian National,,,
2011,5933070,Freight,Canadian National,Canadian National,Ewasiuk,Unknown,Canadian National
2011,5949013,Freight and Passenger,Canadian National,Canadian National,Salvus,Unknown,Canadian National
2011,5949819,Freight and Passenger,Canadian National,Canadian National,,,
2011,5953050,Freight,Canadian National,Canadian National,McEwan,Unknown,Canadian National
2011,5949816,Freight,Canadian National,Canadian National,Kitwanga,Passenger Station,VIA Rail
2011,5953023,Freight,Canadian National,Canadian National,Basford,Freight,Canadian National
2011,5915025,Freight,Canadian Pacific,Canadian Pacific,Piper,Unknown,Canadian National
2011,5915004,Freight,Burlington Northern Santa Fe Railway,Burlington Northern and Santa Fe Railway Company,Douglas Island,Freight,Canadian National
2011,5931026,Freight and Tourist,Canadian National,Canadian National,Lillooet,Freight,Canadian National
2011,5915001,Freight,Southern Railway of British Columbia,Island Corridor Foundation,Rawlison,Unknown,Canadian National
2011,5901803,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5917041,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5947007,Freight and Passenger,Canadian National,Canadian National,Sockeye,Unknown,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Taverna,Unknown,Canadian National
2011,5933037,Freight and Passenger,Canadian Pacific,Canadian Pacific,McAbee,Freight,Canadian National
2011,5909052,Freight,Southern Railway of British Columbia,Island Corridor Foundation,Matsqui Junction,Unknown,Canadian National
2011,5941017,Freight and Tourist,Canadian National,Canadian National,Norris,Unknown,Canadian National
2011,5915034,Freight and Passenger,Canadian National,Canadian National,North Road,Freight,Canadian National
2011,5915022,Freight and Passenger,Canadian Pacific,Canadian Pacific,Still Creek,Unknown,Canadian National
2011,5949013,Freight,Canadian National,Canadian National,Pacific,Mixed,Canadian National
2011,5915022,Freight,Canadian National,Canadian National,Waterfront,Passenger Station,West Coast Express Ltd.
2011,5915004,Freight,Southern Railway of British Columbia,Island Corridor Foundation,Douglas Island,Freight,Canadian National
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Red Pass Junction,Unknown,Canadian National
2011,5939803,Freight and Tourist,Canadian Pacific,Canadian Pacific,,,
2011,5937801,Freight,Kelowna Pacific Railway,Knighthawk Rail Ltd.,,,
2011,5933039,Freight,Canadian Pacific,Canadian Pacific,Kissick,Unknown,Canadian National
2011,5915004,Freight,Canadian National,Canadian National,MacDonald,Freight,Canadian National
2011,5931844,Freight and Tourist,Canadian National,Canadian National,Darcy,Unknown,Canadian National
2011,5909014,Freight,Canadian National,Canadian National,North Bend,Mixed,Canadian Pacific
2011,5919015,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5915029,Freight,Canadian National,Canadian National,New Westminster,Freight,Canadian National
2011,5959007,Freight,Canadian National,Canadian National,Allen,Unknown,Canadian National
2011,5909817,Freight and Passenger,Canadian National,Canadian National,,,
2011,5953046,Freight,Canadian National,Canadian National,Crysdale,Unknown,Canadian National
2011,5933037,Freight,Canadian Pacific,Canadian Pacific,Walhachin,Unknown,Canadian National
2011,5955003,Freight,Canadian National,Canadian National,Tumbler,Freight,Canadian National
2011,5933832,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5917812,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5933037,Freight and Tourist,Canadian Pacific,Canadian Pacific,Coho,Unknown,Canadian National
2011,5915046,Freight,Canadian National,Canadian National,North Vancouver,Freight,Canadian National
2011,5933037,Freight and Passenger,Canadian National,Canadian National,Conrad,Unknown,Canadian National
2011,5941009,Freight,Canadian National,Canadian National,Williams Lake,Freight,Canadian National
2011,5931034,Freight,Canadian National,Canadian National,Pavilion,Unknown,Canadian National
2011,5915043,Freight,Canadian Pacific,Canadian Pacific,Port Moody,Passenger Station,West Coast Express Ltd.
2011,5933060,Freight,Kelowna Pacific Railway,Knighthawk Rail Ltd.,,,
2011,5949013,Freight,Canadian National,Canadian National,Exstew,Unknown,Canadian National
2011,5909014,Freight,Canadian National,Canadian National,Boston Bar,Mixed,Canadian National
2011,5915004,Freight,Southern Railway of British Columbia,Island Corridor Foundation,Vancouver Intermodal Terminal,Intermodal,Canadian National
2011,5915004,Freight,Burlington Northern Santa Fe Railway,Burlington Northern and Santa Fe Railway Company,Vancouver Intermodal Terminal,Intermodal,Canadian National
2011,5951051,Freight,Canadian National,Canadian National,Evelyn,Unknown,Canadian National
2011,5933037,Freight and Passenger,Canadian National,Canadian National,Lasha,Unknown,Canadian National
2011,5931006,Freight and Tourist,Canadian National,Canadian National,Brackendale,Unknown,Canadian National
2011,5949013,Freight and Passenger,Canadian National,Canadian National,Usk,Passenger Station,VIA Rail
2011,5909810,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5909052,Freight,Canadian National,Canadian National,Matsqui Junction,Unknown,Canadian National
2011,5933037,Freight and Passenger,Canadian National,Canadian National,Martel,Unknown,Canadian National
2011,5931017,Freight,Canadian National,Canadian National,Birken,Unknown,Canadian National
2011,5941013,Freight,Canadian National,Canadian National,Westply,Unknown,Canadian National
2011,5915022,Freight and Passenger,Canadian National,Canadian National,CN Junction,Unknown,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Dunster,Passenger Station,VIA Rail
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Raush Valley,Unknown,Canadian National
2011,5915004,Freight,Canadian National,Canadian National,Douglas Island,Freight,Canadian National
2011,5915004,Freight,Canadian Pacific,Canadian Pacific,Fraser River Junction,Unknown,Canadian National
2011,5955023,Freight,Canadian National,Canadian National,Garbitt,Unknown,Canadian National
2011,5915001,Freight,Canadian National,Canadian National,Rawlison,Unknown,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Harvey,Mixed,Canadian National
2011,5915015,Freight,Unknown,Unknown,,,
2011,5953050,Freight,Canadian National,Canadian National,Azouzetta,Unknown,Canadian National
2011,5933824,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5947021,Freight,Unknown,Unknown,,,
2011,5941017,Freight,Canadian National,Canadian National,Potter,Unknown,Canadian National
2011,5953042,Freight,Canadian National,Canadian National,Nechako,Unknown,Canadian National
2011,5915811,Freight,Canadian National,Canadian National,,,
2011,5947012,Freight and Passenger,Canadian National,Canadian National,Prince Rupert,Intermodal,Canadian National
2011,5955014,Freight,Canadian National,Canadian National,Dawson Creek,Freight,Canadian National
2011,5931831,Freight,Canadian National,Canadian National,Seton,Unknown,Canadian National
2011,5933851,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5919816,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5915055,Freight,Canadian National,Canadian National,Ambleside,Unknown,Canadian National
2011,5919051,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5931017,Freight and Tourist,Canadian National,Canadian National,Creekside,Unknown,Canadian National
2011,5953023,Freight and Passenger,Canadian National,Canadian National,Prince George Intermodal Terminal,Intermodal,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Peterson,Unknown,Canadian National
2011,5951043,Freight and Passenger,Canadian National,Canadian National,Babine,Unknown,Canadian National
2011,5941021,Freight and Tourist,Canadian National,Canadian National,Cotwood,Unknown,Canadian National
2011,5953048,Freight and Passenger,Canadian National,Canadian National,Willow River,Passenger Station,VIA Rail
2011,5933070,Freight,Canadian National,Canadian National,Clemina East,Unknown,Canadian National
2011,5931021,Freight,Canadian National,Canadian National,Garibaldi,Unknown,Canadian National
2011,5953048,Freight and Passenger,Canadian National,Canadian National,Penny,Passenger Station,VIA Rail
2011,5951007,Freight and Passenger,Canadian National,Canadian National,Vanderhoof,Mixed,Canadian National
2011,5915835,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5915029,Freight,Canadian Pacific,Canadian Pacific,Spruce,Unknown,Canadian National
2011,5909808,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5951019,Freight and Passenger,Canadian National,Canadian National,Engen,Freight,Canadian National
2011,5953048,Freight,Canadian National,Canadian National,Newlands,Unknown,Canadian National
2011,5951015,Freight,Canadian National,Canadian National,Leo Creek,Unknown,Canadian National
2011,5941010,Freight and Tourist,Canadian National,Canadian National,Comer,Unknown,Canadian National
2011,5949013,Freight and Passenger,Canadian National,Canadian National,Amsbury,Unknown,Canadian National
2011,5915004,Freight,Canadian National,Canadian National,Vancouver Intermodal Terminal,Intermodal,Canadian National
2011,5933880,Freight,Canadian National,Canadian National,Kamloops,Mixed,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Lubin,Unknown,Canadian National
2011,5951015,Freight,Canadian National,Canadian National,Nation,Unknown,Canadian National
2011,5933068,Freight,Canadian National,Canadian National,Black Pool,Unknown,Canadian National
2011,5901039,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5915029,Freight,Southern Railway of British Columbia,Island Corridor Foundation,New Westminster,Freight,Canadian National
2011,5941019,Freight and Tourist,Canadian National,Canadian National,Australian,Unknown,Canadian National
2011,5915004,Freight,Burlington Northern Santa Fe Railway,Burlington Northern and Santa Fe Railway Company,MacDonald,Freight,Canadian National
2011,5909014,Freight,Canadian National,Canadian National,Spence,Unknown,Canadian National
2011,5953050,Freight,Canadian National,Canadian National,Table,Unknown,Canadian National
2011,5951051,Freight,Canadian National,Canadian National,Roberts Creek,Unknown,Canadian National
2011,5915004,Freight,Southern Railway of British Columbia,Island Corridor Foundation,MacDonald,Freight,Canadian National
2011,5909052,Freight,Canadian Pacific,Canadian Pacific,Sumas Mtn,Unknown,Canadian National
2011,5953050,Freight,Canadian National,Canadian National,Killy,Unknown,Canadian National
2011,5933070,Freight,Canadian National,Canadian National,Messiter West,Unknown,Canadian National
2011,5933825,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5949011,Freight,Canadian National,Canadian National,Terrace,Freight,Canadian National
2011,5941021,Freight,Canadian National,Canadian National,Baker,Unknown,Canadian National
2011,5921016,Freight,Unknown,Unknown,,,
2011,5915039,Freight,Canadian Pacific,Canadian Pacific,Port Coquitlam,Passenger Station,West Coast Express Ltd.
2011,5915004,Freight and Passenger,BC Rail,Canadian National,Vancouver Intermodal Terminal,Intermodal,Canadian National
2011,5953044,Freight and Tourist,Canadian National,Canadian National,Cale Creek,Unknown,Canadian National
2011,5931021,Freight and Tourist,Canadian National,Canadian National,Porteau,Unknown,Canadian National
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Albreda,Unknown,Canadian National
2011,5951017,Freight and Passenger,Canadian National,Canadian National,Willowvle,Unknown,Canadian National
2011,5941021,Freight,Canadian National,Canadian National,Colebank,Unknown,Canadian National
2011,5915002,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5951028,Freight,Canadian National,Canadian National,Palling,Freight,Canadian National
2011,5917811,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5915070,Freight,Canadian Pacific,Canadian Pacific,Pitt Meadows,Passenger Station,West Coast Express Ltd.
2011,5953019,Freight,Canadian National,Canadian National,Goat River,Mixed,Canadian National
2011,5953046,Freight and Tourist,Canadian National,Canadian National,Hixon,Unknown,Canadian National
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Kidd,Unknown,Canadian National
2011,5933070,Freight,Canadian National,Canadian National,McMurphy,Unknown,Canadian National
2011,5933035,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5919049,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5909062,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5941015,Freight and Tourist,Canadian National,Canadian National,Tatton,Unknown,Canadian National
2011,5915015,Freight,Canadian National,Canadian National,,,
2011,5903041,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5933070,Freight,Canadian National,Canadian National,Blue River East,Unknown,Canadian National
2011,5941015,Freight,Canadian National,Canadian National,Lac La Hache,Unknown,Canadian National
2011,5941015,Freight,Canadian National,Canadian National,Graham,Unknown,Canadian National
2011,5935801,Freight,Kelowna Pacific Railway,Knighthawk Rail Ltd.,,,
2011,5941010,Freight and Tourist,Canadian National,Canadian National,MacAlister,Unknown,Canadian National
2011,5909014,Freight and Passenger,Canadian National,Canadian National,Komo,Unknown,Canadian National
2011,5955010,Freight,Canadian National,Canadian National,Dokie,Unknown,Canadian National
2011,5931012,Freight and Tourist,Canadian National,Canadian National,Tisdall,Freight,Canadian National
2011,5915034,Freight,Canadian Pacific,Canadian Pacific,Coquitlam Central,Passenger Station,West Coast Express Ltd.
2011,5933068,Freight and Passenger,Canadian National,Canadian National,Irvine,Unknown,Canadian National
2011,5915001,Freight,Southern Railway of British Columbia,Island Corridor Foundation,Hydro,Unknown,Canadian National
2011,5933857,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5909014,Freight and Passenger,Canadian National,Canadian National,Boston Bar East,Unknown,Canadian National
2011,5915029,Freight,Southern Railway of British Columbia,Island Corridor Foundation,Fraser River Bridge,Unknown,Canadian National
2011,5931017,Freight,Canadian National,Canadian National,Green River,Unknown,Canadian National
2011,5949018,Freight,Canadian National,Canadian National,Snelling,Unknown,Canadian National
2011,5909014,Freight and Passenger,Canadian National,Canadian National,Boston Bar West,Freight,Canadian National
2011,5931012,Freight and Tourist,Canadian National,Canadian National,Pemberton,Unknown,Canadian National
2011,5933070,Freight,Canadian National,Canadian National,Messiter East,Unknown,Canadian National
2011,5953048,Freight and Passenger,Canadian National,Canadian National,McGregor,Passenger Station,VIA Rail
2011,5915029,Freight,Southern Railway of British Columbia,Island Corridor Foundation,Braid,Freight,Canadian National
2011,5951053,Freight,Canadian National,Canadian National,Topley,Unknown,Canadian National
2011,5909812,Freight and Passenger,Canadian Pacific,Canadian Pacific,,,
2011,5933072,Freight and Passenger,Canadian National,Canadian National,Boulder,Unknown,Canadian National
2011,5951848,Freight,Canadian National,Canadian National,,,
2011,5903015,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5915004,Freight and Passenger,BC Rail,Canadian National,Douglas Island,Freight,Canadian National
2011,5949810,Freight and Passenger,Canadian National,Canadian National,,,
2011,5931829,Freight,Canadian National,Canadian National,Moran,Unknown,Canadian National
2011,5921023,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5917034,Freight,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5953050,Freight,Canadian National,Canadian National,Caswell,Unknown,Canadian National
2011,5951015,Freight,Canadian National,Canadian National,Bulkley House,Unknown,Canadian National
2011,5953050,Freight,Canadian National,Canadian National,Wakely,Unknown,Canadian National
2011,5915025,Freight and Passenger,Canadian National,Canadian National,Lake City,Unknown,Canadian National
2011,5941014,Freight and Tourist,Canadian National,Canadian National,,,
2011,5933032,Freight,Canadian National,Canadian National,Kelly Lake,Unknown,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Poser,Unknown,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Spicer,Unknown,Canadian National
2011,5933070,Freight and Passenger,Canadian National,Canadian National,Thunder River,Unknown,Canadian National
2011,5955040,Freight,Canadian National,Canadian National,Beatton River,Unknown,Canadian National
2011,5949011,Freight,Canadian National,Canadian National,Terrace,Mixed,Canadian National
2011,5951017,Freight and Passenger,Canadian National,Canadian National,Encombe,Unknown,Canadian National
2011,5931006,Freight,Canadian National,Canadian National,Thompson,Unknown,Canadian National
2011,5915022,Freight,Southern Railway of Vancouver Island,Island Corridor Foundation,Still Creek,Unknown,Canadian National
2011,5909844,Freight and Passenger,Canadian National,Canadian National,,,
2011,5931034,Freight,Canadian National,Canadian National,Polley,Unknown,Canadian National
2011,5941019,Freight and Tourist,Canadian National,Canadian National,Dragon,Unknown,Canadian National
2011,5933070,Freight and Passenger,Canadian National,Canadian National,Clemina East,Unknown,Canadian National
2011,5953048,Freight,Canadian National,Canadian National,Penny,Passenger Station,VIA Rail
2011,5931034,Freight,Canadian National,Canadian National,Fountain,Unknown,Canadian National
2011,5951007,Freight,Canadian National,Canadian National,Vanderhoof,Mixed,Canadian National
2011,5933060,Freight and Tourist,Canadian Pacific,Canadian Pacific,,,
2011,5951019,Freight,Canadian National,Canadian National,Engen,Freight,Canadian National
2011,5953048,Freight and Passenger,Canadian National,Canadian National,Newlands,Unknown,Canadian National
2011,5953044,Freight,Canadian National,Canadian National,Carrier,Unknown,Canadian National
2011,5905018,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5941882,Freight and Tourist,Canadian National,Canadian National,,,
2011,5955023,Freight,Canadian National,Canadian National,Septimus,Unknown,Canadian National
2011,5951038,Freight and Passenger,Canadian National,Canadian National,Telkwa,Passenger Station,VIA Rail
2011,5949013,Freight,Canadian National,Canadian National,Amsbury,Unknown,Canadian National
2011,5915004,Freight and Passenger,Canadian National,Canadian National,Vancouver Intermodal Terminal,Intermodal,Canadian National
2011,5933880,Freight and Passenger,Canadian National,Canadian National,Kamloops,Mixed,Canadian National
2011,5953050,Freight,Canadian National,Canadian National,Carp,Unknown,Canadian National
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Lubin,Unknown,Canadian National
2011,5941012,Freight,Canadian National,Canadian National,Onward,Unknown,Canadian National
2011,5909805,Freight and Passenger,Canadian National,Canadian National,Inkitsaph,Unknown,Canadian National
2011,5939037,Freight and Tourist,Canadian Pacific,Canadian Pacific,,,
2011,5933068,Freight and Passenger,Canadian National,Canadian National,Black Pool,Unknown,Canadian National
2011,5903058,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5933849,Freight and Passenger,Canadian National,Canadian National,,,
2011,5915004,Freight and Passenger,Burlington Northern Santa Fe Railway,Burlington Northern and Santa Fe Railway Company,MacDonald,Freight,Canadian National
2011,5909014,Freight and Passenger,Canadian National,Canadian National,Spence,Unknown,Canadian National
2011,5951051,Freight and Passenger,Canadian National,Canadian National,Roberts Creek,Unknown,Canadian National
2011,5939811,Freight and Tourist,Canadian Pacific,Canadian Pacific,,,
2011,5953050,Freight,Canadian National,Canadian National,Anzac,Unknown,Canadian National
2011,5931034,Freight,Canadian National,Canadian National,Retaskit,Unknown,Canadian National
2011,5955023,Freight,Canadian National,Canadian National,Lemoray,Unknown,Canadian National
2011,5933070,Freight and Passenger,Canadian National,Canadian National,Messiter West,Unknown,Canadian National
2011,5915065,Freight and Tourist,Canadian National,Canadian National,Brunswick,Unknown,Canadian National
2011,5915055,Freight and Tourist,Canadian National,Canadian National,Westbay,Unknown,Canadian National
2011,5949011,Freight and Passenger,Canadian National,Canadian National,Terrace,Freight,Canadian National
2011,5921010,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5933037,Freight,Canadian National,Canadian National,Martel,Unknown,Canadian National
2011,5909052,Freight and Passenger,Canadian National,Canadian National,Matsqui Junction,Unknown,Canadian National
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Dunster,Passenger Station,VIA Rail
2011,5915022,Freight,Canadian National,Canadian National,CN Junction,Unknown,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Raush Valley,Unknown,Canadian National
2011,5915004,Freight and Passenger,Canadian National,Canadian National,Douglas Island,Freight,Canadian National
2011,5955042,Freight,Canadian National,Canadian National,Liwiski,Unknown,Canadian National
2011,5939023,Freight and Tourist,Canadian Pacific,Canadian Pacific,,,
2011,5915001,Freight and Passenger,Canadian National,Canadian National,Rawlison,Unknown,Canadian National
2011,5939801,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5921014,Freight,Unknown,Unknown,,,
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Harvey,Mixed,Canadian National
2011,5903043,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5941810,Freight and Tourist,Canadian National,Canadian National,,,
2011,5917047,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5941009,Freight,Canadian National,Canadian National,Lakeside,Unknown,Canadian National
2011,5901022,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5953042,Freight and Passenger,Canadian National,Canadian National,Nechako,Unknown,Canadian National
2011,5909052,Freight,Canadian Pacific,Canadian Pacific,Abbostford,Passenger Station,VIA Rail
2011,5909020,Freight,Southern Railway of British Columbia,Island Corridor Foundation,Arnold,Unknown,Canadian National
2011,5947012,Freight,Canadian National,Canadian National,Prince Rupert,Intermodal,Canadian National
2011,5957022,Tourist,White Pass & Yukon Railway Co.,Unknown,Connelly,Unknown,Canadian National
2011,5915801,Freight and Passenger,Burlington Northern Santa Fe Railway,Burlington Northern and Santa Fe Railway Company,,,
2011,5955034,Freight,Canadian National,Canadian National,Fort St John,Freight,Canadian National
2011,5931026,Freight,Canadian National,Canadian National,Coopers,Unknown,Canadian National
2011,5919051,Freight,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5953023,Freight,Canadian National,Canadian National,Prince George Intermodal Terminal,Intermodal,Canadian National
2011,5955040,Freight,Canadian National,Canadian National,Blue Hills,Unknown,Canadian National
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Peterson,Unknown,Canadian National
2011,5957022,Freight,Canadian National,Canadian National,Connelly,Unknown,Canadian National
2011,5909009,Freight and Passenger,Canadian Pacific,Canadian Pacific,Floods,Unknown,Canadian National
2011,5933032,Freight,Canadian National,Canadian National,Koster,Unknown,Canadian National
2011,5951043,Freight,Canadian National,Canadian National,Babine,Unknown,Canadian National
2011,5953048,Freight,Canadian National,Canadian National,Willow River,Passenger Station,VIA Rail
2011,5953023,Freight and Tourist,Canadian National,Canadian National,Violato,Freight,Canadian National
2011,5957022,Tourist,White Pass & Yukon Railway Co.,Unknown,Sloane,Unknown,Canadian National
2011,5951015,Freight,Canadian National,Canadian National,Bluff,Unknown,Canadian National
2011,5955023,Freight,Canadian National,Canadian National,Windy,Unknown,Canadian National
2011,5909014,Freight,Canadian National,Canadian National,Boston Bar West,Freight,Canadian National
2011,5933070,Freight and Passenger,Canadian National,Canadian National,Messiter East,Unknown,Canadian National
2011,5953048,Freight,Canadian National,Canadian National,McGregor,Passenger Station,VIA Rail
2011,5951053,Freight and Passenger,Canadian National,Canadian National,Topley,Unknown,Canadian National
2011,5915802,Freight,BC Rail,Canadian National,,,
2011,5933072,Freight and Passenger,Canadian National,Canadian National,Exlou,Unknown,Canadian National
2011,5915004,Freight,BC Rail,Canadian National,Douglas Island,Freight,Canadian National
2011,5949810,Freight,Canadian National,Canadian National,,,
2011,5957022,Freight,Canadian National,Canadian National,Sloane,Unknown,Canadian National
2011,5917034,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5953007,Freight and Passenger,Canadian National,Canadian National,Valemount,Mixed,Canadian National
2011,5959007,Freight,Canadian National,Canadian National,Klua,Unknown,Canadian National
2011,5915022,Passenger,Canadian Pacific,Canadian Pacific,Still Creek,Unknown,Canadian National
2011,5915025,Freight,Canadian National,Canadian National,Lake City,Unknown,Canadian National
2011,5933037,Freight and Tourist,Canadian Pacific,Canadian Pacific,Martel,Unknown,Canadian National
2011,5955005,Freight,Canadian National,Canadian National,,,
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Poser,Unknown,Canadian National
2011,5901048,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5933070,Freight,Canadian National,Canadian National,Thunder River,Unknown,Canadian National
2011,5931020,Freight and Tourist,Canadian National,Canadian National,Whistler,Unknown,Canadian National
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Spicer,Unknown,Canadian National
2011,5915001,Freight,Canadian Pacific,Canadian Pacific,Hopewell,Unknown,Canadian National
2011,5949011,Freight and Passenger,Canadian National,Canadian National,Terrace,Mixed,Canadian National
2011,5951017,Freight,Canadian National,Canadian National,Encombe,Unknown,Canadian National
2011,5909807,Freight and Passenger,Canadian National,Canadian National,,,
2011,5909052,Freight,Canadian Pacific,Canadian Pacific,Page,Unknown,Canadian National
2011,5915004,Freight,BC Rail,Canadian National,Vancouver Intermodal Terminal,Intermodal,Canadian National
2011,5915039,Freight and Passenger,Canadian Pacific,Canadian Pacific,Port Coquitlam,Passenger Station,West Coast Express Ltd.
2011,5931843,Freight and Tourist,Canadian National,Canadian National,Mount Currie,Unknown,Canadian National
2011,5953023,Freight and Tourist,Canadian National,Canadian National,Prince George West,Freight,Canadian National
2011,5921008,Freight and Passenger,Southern Railway of Vancouver Island,Island Corridor Foundation,,,
2011,5953019,Freight,Canadian National,Canadian National,Albreda,Unknown,Canadian National
2011,5951015,Freight,Canadian National,Canadian National,Tachie,Unknown,Canadian National
2011,5941010,Freight and Tourist,Canadian National,Canadian National,Soda Creek,Unknown,Canadian National
2011,5939043,Freight and Tourist,Canadian Pacific,Canadian Pacific,,,
2011,5951017,Freight,Canadian National,Canadian National,Willowvle,Unknown,Canadian National
2011,5955023,Freight,Canadian National,Canadian National,Teko,Unknown,Canadian National
2011,5953023,Freight and Tourist,Canadian National,Canadian National,Nichols,Unknown,Canadian National
2011,5953050,Freight,Canadian National,Canadian National,Liersch,Unknown,Canadian National
2011,5951028,Freight and Passenger,Canadian National,Canadian National,Palling,Freight,Canadian National
2011,5901019,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5915070,Freight and Passenger,Canadian Pacific,Canadian Pacific,Pitt Meadows,Passenger Station,West Coast Express Ltd.
2011,5947012,Freight,Unknown,Unknown,Prince Rupert,Intermodal,Canadian National
2011,5953019,Freight,Canadian National,Canadian National,Kidd,Unknown,Canadian National
2011,5953019,Freight and Passenger,Canadian National,Canadian National,Goat River,Mixed,Canadian National
2011,5933070,Freight and Passenger,Canadian National,Canadian National,McMurphy,Unknown,Canadian National
2011,5909062,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5905009,Freight,International Rail Road Systems,International Rail Road Systems Inc.,,,
2011,5933070,Freight and Passenger,Canadian National,Canadian National,Blue River East,Unknown,Canadian National
2011,5909052,Freight,Canadian Pacific,Canadian Pacific,Glen Valley,Unknown,Canadian National
2011,5933042,Freight,Canadian Pacific,Canadian Pacific,Mann,Unknown,Canadian National
2011,5933015,Freight and Passenger,Canadian National,Canadian National,,,
2011,5953038,Freight,Canadian National,Canadian National,Frost,Unknown,Canadian National
2011,5909014,Freight,Canadian National,Canadian National,Komo,Unknown,Canadian National
2011,5933068,Freight,Canadian National,Canadian National,Irvine,Unknown,Canadian National
2011,5915034,Freight and Passenger,Canadian Pacific,Canadian Pacific,Coquitlam Central,Passenger Station,West Coast Express Ltd.
2011,5933857,Freight,Canadian Pacific,Canadian Pacific,,,
2011,5951815,Freight and Passenger,Canadian National,Canadian National,,,
2011,5909014,Freight,Canadian National,Canadian National,Boston Bar East,Unknown,Canadian National
