census_year,noc_code,noc_description,wage_period,bc_low_10thpctl,bc_hgh_90thpctl,bc_median_wage,bc_ref_period,bc_data_source,vancvr_isld_coast_low_10thpctl,vancvr_isld_coast_hgh_90thpctl,vancvr_isld_coast_median_wage,vancvr_isld_coast_ref_period,vancvr_isld_coast_data_source,north_east_low_10thpctl,north_east_hgh_90thpctl,north_east_median_wage,north_east_ref_period,north_east_data_source,north_coast_low_10thpctl,north_coast_hgh_90thpctl,north_coast_median_wage,north_coast_ref_period,north_coast_data_source,thompson_okanagan_low_10thpctl,thompson_okanagan_hgh_90thpctl,thompson_okanagan_median_wage,thompson_okanagan_ref_period,thompson_okanagan_data_source,cariboo_low_10thpctl,cariboo_hgh_90thpctl,cariboo_median_wage,cariboo_ref_period,cariboo_data_source,mainland_sthwest_low_10thpctl,mainland_sthwest_hgh_90thpctl,mainland_southwest_median_wage,mainland_sthwest_ref_period,mainland_sthwest_data_source,kootenays_low_10thpctl,kootenays_hgh_90thpctl,kootenays_median_wage,kootenays_ref_period,kootenays_data_source,nechako_low_10thpctl,nechako_hgh_90thpctl,nechako_median_wage,nechako_data_source,nechako_ref_period
2011,2271,"Air pilots, flight engineers and flying instructors",HOUR,15.39,51.92,31.25,2012-2013,Labour Force Survey,15.39,51.92,31.25,2012-2013,Labour Force Survey,,,,,,,,,,,15.39,51.92,31.25,2012-2013,Labour Force Survey,,,,,,15.39,51.92,27.97,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2272,Air traffic controllers and related occupations,HOUR,22.661,104.593,48.831,2011,National Household Survey,,,,,,,,,,,,,,,,29.05,55.34,38.25,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,
2011,2273,"Deck officers, water transport",HOUR,18.89,45,37,2012-2013,Labour Force Survey,18.89,45,37,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,18.89,45,37,2012-2013,Labour Force Survey,,,,,,,,,,
2011,2274,"Engineer officers, water transport",HOUR,22.9349,44.1041,31.82,2012-2013,Employment Insurance Data,23.3698,41.86,31.25,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,23.445,48.8853,31.64,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,2275,Railway traffic controllers and marine traffic regulators,HOUR,26.147,45.3017,35.701,2011,National Household Survey,31.02,37.36,32.86,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,2281,Computer network technicians,HOUR,15.79,40,25,2012-2013,Labour Force Survey,15.79,40,25,2012-2013,Labour Force Survey,,,,,,,,,,,15.79,40,25,2012-2013,Labour Force Survey,,,,,,16.35,42,24.04,2012-2013,Labour Force Survey,14.34,32.2338,25.98,2011,National Household Survey,,,,,
2011,2282,User support technicians,HOUR,15.87,42.56,25.64,2012-2013,Labour Force Survey,15.87,42.56,25.64,2012-2013,Labour Force Survey,,,,,,,,,,,15.87,42.56,25.64,2012-2013,Labour Force Survey,,,,,,14,42.86,25.71,2012-2013,Labour Force Survey,13.26,43.23,23.96,2006,2006 Census - Statistics Canada,,,,,
2011,2283,Information systems testing technicians,HOUR,14.384,45.1702,28.215,2011,National Household Survey,15,47.25,28,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,,,,,,,,,,,13.031,47.2601,28.788,2011,National Household Survey,,,,,,,,,,
2011,3011,Nursing co-ordinators and supervisors,HOUR,21,45,37.93,2012-2013,Labour Force Survey,21.95,45,40,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,21.95,45,40,2011-2012,Labour Force Survey - Statistics Canada,,,,,,20.401,53.5751,39.296,2011,National Household Survey,21.95,45,40,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,3012,Registered nurses and registered psychiatric nurses,HOUR,22,43,37,2012-2013,Labour Force Survey,22,43,39.25,2012-2013,Labour Force Survey,22,43,37,2012-2013,Labour Force Survey,22,43,37,2012-2013,Labour Force Survey,30,44.08,40,2012-2013,Labour Force Survey,26.5,46,35,2012-2013,Labour Force Survey,21.83,42.5,36,2012-2013,Labour Force Survey,10.55,43.8718,37.642,2011,National Household Survey,22,43,37,Labour Force Survey,2012-2013
2011,3111,Specialist physicians,YEAR,49944,334897,124209,2011,National Household Survey,59995,300095,125160,2011,National Household Survey,,,,,,,,,,,31012,242662,122960,2011,National Household Survey,,,,,,49679,348918,122586,2011,National Household Survey,,,,,,,,,,
2011,3112,General practitioners and family physicians,YEAR,40144,242695,104451,2011,National Household Survey,36038,204918,101581,2011,National Household Survey,,,,,,,,,,,56499,185431,104894,2011,National Household Survey,49247,186377,98725,2006,2006 Census - Statistics Canada,47890,257872,106709,2011,National Household Survey,69202,163884,116349,2006,2006 Census - Statistics Canada,,,,,
2011,3113,Dentists,YEAR,24155,179832,84991,2011,National Household Survey,20786,180111,100221,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,24192,164664,75250,2011,National Household Survey,,,,,,,,,,
2011,3114,Veterinarians,YEAR,32764,139403,78026,2011,National Household Survey,20786,148346,76586,2011,National Household Survey,,,,,,,,,,,51288,124062,78043,2011,National Household Survey,21185,97163,63669,2006,2006 Census - Statistics Canada,31871,120282,77263,2011,National Household Survey,,,,,,,,,,
2011,3121,Optometrists,YEAR,20786,145093,78464,2011,National Household Survey,31351,165643,85099,2006,2006 Census - Statistics Canada,,,,,,,,,,,60014,134692,86018,2006,2006 Census - Statistics Canada,,,,,,20786,242005,78278,2011,National Household Survey,,,,,,,,,,
2011,3122,Chiropractors,YEAR,20786,100199,64316,2011,National Household Survey,20958,119940,59982,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,20786,93065,65843,2011,National Household Survey,,,,,,,,,,
2011,3124,Allied primary health practitioners,HOUR,22,43,37,2012-2013,Labour Force Survey,22,43,39.25,2012-2013,Labour Force Survey,22,43,37,2012-2013,Labour Force Survey,22,43,37,2012-2013,Labour Force Survey,30,44.08,40,2012-2013,Labour Force Survey,26.5,46,35,2012-2013,Labour Force Survey,21.83,42.5,36,2012-2013,Labour Force Survey,10.55,43.8718,37.642,2011,National Household Survey,22,43,37,Labour Force Survey,2012-2013
2011,3125,Other professional occupations in health diagnosing and treating,YEAR,20786,89531,54201,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,33505,101509,66809,2011,National Household Survey,,,,,,,,,,
2011,3131,Pharmacists,YEAR,60129,128235,95455,2011,National Household Survey,75862,128638,101854,2011,National Household Survey,,,,,,,,,,,83620,145828,106298,2011,National Household Survey,22386,139789,101761,2006,2006 Census - Statistics Canada,59045,120520,89836,2011,National Household Survey,78636,148514,98323,2006,2006 Census - Statistics Canada,,,,,
2011,3132,Dietitians and nutritionists,HOUR,16,38.9,32.545,2012-2013,Employment Insurance Data,29.134,43.4213,39.625,2011,National Household Survey,,,,,,,,,,,14,38.12,32.34,2011-2012,Employment Insurance Data,,,,,,16,39.8905,31.78,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,3141,Audiologists and speech-language pathologists,HOUR,30.27,42.23,37,2012-2013,Employment Insurance Data,31.912,49.4852,37.548,2011,National Household Survey,,,,,,,,,,,30.27,45.05,37.63,2011-2012,Employment Insurance Data,,,,,,30.27,44.6481,37.4369,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,3142,Physiotherapists,HOUR,25,48.08,35.5,2012-2013,Labour Force Survey,32,39.81,36.865,2012-2013,Employment Insurance Data,,,,,,,,,,,25,48.08,35.5,2012-2013,Labour Force Survey,31.4,41.91,37.29,2011-2012,Employment Insurance Data,25,48.08,35.5,2012-2013,Labour Force Survey,,,,,,,,,,
2011,3143,Occupational therapists,HOUR,16,43,36.76,2012-2013,Labour Force Survey,16,43,36.76,2012-2013,Labour Force Survey,,,,,,,,,,,31.67,38.99,37.29,2011-2012,Employment Insurance Data,,,,,,15,48,37.29,2012-2013,Labour Force Survey,,,,,,,,,,
2011,3144,Other professional occupations in therapy and assessment,HOUR,12.798,35.9928,23.436,2011,National Household Survey,,,,,,,,,,,,,,,,18.7,25.91,24.28,2006,2006 Census - Statistics Canada,14.14,33.88,22.96,2011-2012,Employment Insurance Data,18,35.07,24.12,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,3211,Medical laboratory technologists,HOUR,11.54,37.82,28.48,2012-2013,Labour Force Survey,11.54,37.82,28.48,2012-2013,Labour Force Survey,,,,,,,,,,,11.54,37.82,28.48,2012-2013,Labour Force Survey,11.54,38,27.67,2011-2012,Labour Force Survey - Statistics Canada,11.54,37.82,28,2012-2013,Labour Force Survey,11.54,38,27.67,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,3212,Medical laboratory technicians and pathologists' assistants,HOUR,19.23,40,22,2012-2013,Labour Force Survey,19.23,40,22,2012-2013,Labour Force Survey,,,,,,,,,,,20.45,24.6592,21.49,2012-2013,Employment Insurance Data,19.23,35.71,22,2011-2012,Labour Force Survey - Statistics Canada,15,40,22,2012-2013,Labour Force Survey,19.23,35.71,22,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,3213,Animal health technologists and veterinary technicians,HOUR,12,23.1644,17,2012-2013,Employment Insurance Data,12,22.76,17.05,2012-2013,Employment Insurance Data,,,,,,,,,,,12,23.1644,17,2012-2013,Employment Insurance Data,,,,,,11.4,23.9717,16.64,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,3214,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",HOUR,24.936,43.8503,32.737,2011,National Household Survey,28.74,35.1,32.67,2011-2012,Employment Insurance Data,,,,,,,,,,,28.37,38.27,32.67,2012-2013,Employment Insurance Data,,,,,,23.028,43.6052,33.135,2011,National Household Survey,,,,,,,,,,
2011,3215,Medical radiation technologists,HOUR,30,40,34,2012-2013,Labour Force Survey,30,40,34,2012-2013,Labour Force Survey,,,,,,,,,,,30,40,34,2012-2013,Labour Force Survey,,,,,,30,40,34,2012-2013,Labour Force Survey,26.25,42,34.5,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,3216,Medical sonographers,HOUR,20.207,48.5555,37.11,2011,National Household Survey,29.69,38.83,35.25,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,16.498,50.1092,36.724,2011,National Household Survey,,,,,,,,,,
2011,3217,"Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",HOUR,24,32.43,30.695,2012-2013,Employment Insurance Data,18.05,28.92,26.14,2006,2006 Census - Statistics Canada,,,,,,,,,,,21.05,43.56,28.03,2006,2006 Census - Statistics Canada,,,,,,24,32.43,30.695,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,3219,Other medical technologists and technicians (except dental health),HOUR,15.376,35.3686,22.568,2011,National Household Survey,16.08,34.75,24.01,2006,2006 Census - Statistics Canada,,,,,,,,,,,10.25,20.78,19.43,2006,2006 Census - Statistics Canada,,,,,,14.844,35.794,24.691,2011,National Household Survey,,,,,,,,,,
2011,3221,Denturists,YEAR,25480,121269,85069,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,21033,125362,55997,2011,National Household Survey,,,,,,,,,,
2011,3222,Dental hygienists and dental therapists,HOUR,30,48,41,2012-2013,Labour Force Survey,30,48,41,2012-2013,Labour Force Survey,,,,,,,,,,,30,48,41,2012-2013,Labour Force Survey,,,,,,30,48.08,42,2012-2013,Labour Force Survey,,,,,,,,,,
2011,3223,"Dental technologists, technicians and laboratory assistants",HOUR,15,32,22.06,2012-2013,Employment Insurance Data,13,29,21,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,16,31.25,22.055,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,3231,Opticians,HOUR,10.25,31.234,20.359,2011,National Household Survey,12.152,29.9956,20.193,2011,National Household Survey,,,,,,,,,,,12.043,29.0703,24.53,2011,National Household Survey,,,,,,10.25,31.9088,20.466,2011,National Household Survey,,,,,,,,,,
2011,3232,Practitioners of natural healing,HOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,36.5,12.85,2011,National Household Survey,,,,,,,,,,
2011,3233,Licensed practical nurses,HOUR,20,32.97,25.76,2012-2013,Labour Force Survey,21.94,33.8,26,2012-2013,Labour Force Survey,,,,,,,,,,,20,28,24.5,2012-2013,Labour Force Survey,19.38,35,24.75,2011-2012,Labour Force Survey - Statistics Canada,18.3,32.6,26,2012-2013,Labour Force Survey,20,32.97,25.76,2012-2013,Labour Force Survey,,,,,
2011,3234,Paramedical occupations,HOUR,14,39.42,25.38,2012-2013,Labour Force Survey,14,39.42,25.38,2012-2013,Labour Force Survey,14,39.42,25.38,2012-2013,Labour Force Survey,,,,,,14,39.42,25.38,2012-2013,Labour Force Survey,15,36,24.04,2011-2012,Labour Force Survey - Statistics Canada,14,39.42,25.38,2012-2013,Labour Force Survey,14,39.42,25.38,2012-2013,Labour Force Survey,,,,,
2011,3236,Massage therapists,HOUR,14,42.07,22.5,2012-2013,Labour Force Survey,14,42.07,22.5,2012-2013,Labour Force Survey,,,,,,,,,,,14,42.07,22.5,2012-2013,Labour Force Survey,12.82,43,20,2011-2012,Employment Insurance Data,14,42.07,23.08,2012-2013,Labour Force Survey,,,,,,,,,,
2011,3237,Other technical occupations in therapy and assessment,HOUR,14,42.07,22.5,2012-2013,Labour Force Survey,14,42.07,22.5,2012-2013,Labour Force Survey,,,,,,,,,,,14,42.07,22.5,2012-2013,Labour Force Survey,12.82,43,20,2011-2012,Employment Insurance Data,14,42.07,23.08,2012-2013,Labour Force Survey,,,,,,,,,,
2011,3411,Dental assistants,HOUR,18,33,25,2012-2013,Labour Force Survey,18,33,25,2012-2013,Labour Force Survey,,,,,,,,,,,18,33,25,2012-2013,Labour Force Survey,17.95,26,21.33,2012-2013,Employment Insurance Data,16,33,25,2012-2013,Labour Force Survey,19,26.5,23.39,2012-2013,Employment Insurance Data,,,,,
2011,3413,"Nurse aides, orderlies and patient service associates",HOUR,16,26.3,20.72,2012-2013,Labour Force Survey,16,28,21,2012-2013,Labour Force Survey,16,22.6,20,2012-2013,Employment Insurance Data,17,25.04,21.94,2012-2013,Employment Insurance Data,15.63,26,20.11,2012-2013,Labour Force Survey,15.8838,22.6,20,2012-2013,Employment Insurance Data,16,25,20.7,2012-2013,Labour Force Survey,16,25,20.95,2011-2012,Labour Force Survey - Statistics Canada,15.65,24,21.94,Employment Insurance Data,2012-2013
2011,3414,Other assisting occupations in support of health services,HOUR,11.35,24.5,17.5,2012-2013,Labour Force Survey,10.5,25,16.25,2012-2013,Labour Force Survey,,,,,,11.625,23.99,17.125,2012-2013,Employment Insurance Data,13.5,23.66,18.55,2012-2013,Employment Insurance Data,12,23.66,20,2012-2013,Employment Insurance Data,12,32,17,2011-2012,Labour Force Survey - Statistics Canada,12.5,23.65,18.5,2012-2013,Employment Insurance Data,,,,,
2011,4011,University professors and lecturers,HOUR,17.48,60.58,39.42,2012-2013,Labour Force Survey,18.54,64.1,40.14,2012-2013,Labour Force Survey,,,,,,,,,,,17.48,60.58,39.42,2012-2013,Labour Force Survey,27.617,124.394,38.679,2011,National Household Survey,16.15,60.1,38.7,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4012,Post-secondary teaching and research assistants,HOUR,10.25,33,19,2012-2013,Labour Force Survey,15,36.92,23.4,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,10.25,32.69,19,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4021,College and other vocational instructors,HOUR,16.83,54.27,33.4,2012-2013,Labour Force Survey,16,45.64,31,2012-2013,Labour Force Survey,15.62,52.84,34.36,2006,2006 Census - Statistics Canada,,,,,,16.83,54.27,33.4,2012-2013,Labour Force Survey,16.83,54.27,33.4,2012-2013,Labour Force Survey,16,54,32,2012-2013,Labour Force Survey,16.83,54.27,33.4,2012-2013,Labour Force Survey,,,,,
2011,4031,Secondary school teachers,HOUR,22,46.7,34.07,2012-2013,Labour Force Survey,22,46.7,34.07,2012-2013,Labour Force Survey,22,46.7,34.07,2012-2013,Labour Force Survey,22,46.7,34.07,2012-2013,Labour Force Survey,26.92,45,36.06,2012-2013,Labour Force Survey,22,46.7,34.07,2012-2013,Labour Force Survey,20.67,46.7,33,2012-2013,Labour Force Survey,21.427,40.7516,31.8583,2012-2013,Employment Insurance Data,22,46.7,34.07,Labour Force Survey,2012-2013
2011,4032,Elementary school and kindergarten teachers,HOUR,18.5,47.86,32,2012-2013,Labour Force Survey,19.23,44.18,32.54,2012-2013,Labour Force Survey,20,48.08,32.69,2011-2012,Labour Force Survey - Statistics Canada,18.5,47.86,32,2012-2013,Labour Force Survey,19.78,51.28,32,2012-2013,Labour Force Survey,18.5,47.86,32,2012-2013,Labour Force Survey,17.51,47.88,31.73,2012-2013,Labour Force Survey,18.5,47.86,32,2012-2013,Labour Force Survey,18.5,47.86,32,Labour Force Survey,2012-2013
2011,4033,Educational counsellors,HOUR,14.91,42.31,28.57,2012-2013,Labour Force Survey,14.91,42.31,28.57,2012-2013,Labour Force Survey,,,,,,,,,,,14.91,42.31,28.57,2012-2013,Labour Force Survey,14.56,43,28.57,2011-2012,Labour Force Survey - Statistics Canada,14.56,42.31,28.57,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4111,Judges,HOUR,68.748,133.458,111.16,2011,National Household Survey,23.3,71.13,70.81,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,69.44,101.3,74.47,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,4112,Lawyers and Quebec notaries,YEAR,39811,269702,106361,2011,National Household Survey,20786,175762,83902,2011,National Household Survey,69927,140065,105905,2006,2006 Census - Statistics Canada,,,,,,36337,205889,97448,2011,National Household Survey,40904,148992,56692,2006,2006 Census - Statistics Canada,43487,310743,111133,2011,National Household Survey,34470,213249,84257,2006,2006 Census - Statistics Canada,,,,,
2011,4151,Psychologists,HOUR,12.825,60.7252,33.862,2011,National Household Survey,14.659,59.5964,36.72,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,11.398,59.6169,31.786,2011,National Household Survey,,,,,,,,,,
2011,4152,Social workers,HOUR,20.2,36,31,2012-2013,Labour Force Survey,20.2,36,31,2012-2013,Labour Force Survey,24.07,46.89,39.04,2011,National Household Survey,20.2,36,31,2012-2013,Labour Force Survey,20.2,36,31,2012-2013,Labour Force Survey,20.2,36,31,2012-2013,Labour Force Survey,21.98,35.16,30,2012-2013,Labour Force Survey,19.43,38,30.26,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,4153,"Family, marriage and other related counsellors",HOUR,16,38.78,29.72,2012-2013,Labour Force Survey,16,38.78,29.72,2012-2013,Labour Force Survey,,,,,,,,,,,16,38.78,29.72,2012-2013,Labour Force Survey,20.01,36.36,29.86,2012-2013,Employment Insurance Data,18,40.87,32.31,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4154,Professional occupations in religion,HOUR,10.38,38.46,21.63,2012-2013,Labour Force Survey,10.38,38.46,21.63,2012-2013,Labour Force Survey,,,,,,,,,,,10.38,38.46,21.63,2012-2013,Labour Force Survey,10.432,34.3327,20.048,2011,National Household Survey,11.54,40.38,22.12,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4155,Probation and parole officers and related occupations,HOUR,31.31,43,35.9,2012-2013,Labour Force Survey,31.31,43,35.9,2012-2013,Labour Force Survey,,,,,,,,,,,31.31,43,35.9,2012-2013,Labour Force Survey,18.68,37.19,29.65,2011-2012,Employment Insurance Data,31.31,43,35.9,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4156,Employment counsellors,HOUR,16,28.21,23,2012-2013,Labour Force Survey,16,28.21,23,2012-2013,Labour Force Survey,,,,,,,,,,,16,28.21,23,2012-2013,Labour Force Survey,17.63,27,23.96,2012-2013,Employment Insurance Data,16,28.21,23,2012-2013,Labour Force Survey,16.6,26,22.245,2012-2013,Employment Insurance Data,,,,,
2011,4161,"Natural and applied science policy researchers, consultants and program officers",HOUR,22.56,46.15,36,2012-2013,Labour Force Survey,22.56,46.15,36,2012-2013,Labour Force Survey,30.54,77.13,30.87,2006,2006 Census - Statistics Canada,,,,,,20.19,45,28.72,2011-2012,Labour Force Survey - Statistics Canada,20.19,45,28.72,2011-2012,Labour Force Survey - Statistics Canada,22.56,46.7,33,2012-2013,Labour Force Survey,20.19,45,28.72,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,4162,Economists and economic policy researchers and analysts,HOUR,13.498,55.0877,38.791,2011,National Household Survey,21.56,53.0416,38.06,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,20,56.2602,38.3592,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,4163,Business development officers and marketing researchers and consultants,HOUR,18.27,41.63,25,2012-2013,Labour Force Survey,13.25,37.4625,23.97,2012-2013,Employment Insurance Data,,,,,,,,,,,18.27,41.63,25,2012-2013,Labour Force Survey,17,45,27.69,2011-2012,Labour Force Survey - Statistics Canada,18.27,41.63,24.34,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4164,"Social policy researchers, consultants and program officers",HOUR,16.63,43.34,28.85,2012-2013,Labour Force Survey,16.63,43.34,28.85,2012-2013,Labour Force Survey,,,,,,,,,,,17,35.9,24.62,2011-2012,Labour Force Survey - Statistics Canada,,,,,,17,43.34,29.23,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4165,"Health policy researchers, consultants and program officers",HOUR,18,48.08,32,2012-2013,Labour Force Survey,18,46,30.77,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,18,48.08,32,2012-2013,Labour Force Survey,,,,,,21.98,55,32,2012-2013,Labour Force Survey,18,46,30.77,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,4166,"Education policy researchers, consultants and program officers",HOUR,15.87,45.05,30.22,2012-2013,Labour Force Survey,15.87,45.05,30.22,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,12.06,41.67,26.75,2011-2012,Labour Force Survey - Statistics Canada,15.87,45.05,30.22,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4167,"Recreation, sports and fitness policy researchers, consultants and program officers",HOUR,15.5,35.71,24,2012-2013,Labour Force Survey,15.5,35.71,24,2012-2013,Labour Force Survey,,,,,,,,,,,15.5,35.9,24.73,2011-2012,Labour Force Survey - Statistics Canada,15.5,35.9,24.73,2011-2012,Labour Force Survey - Statistics Canada,15.5,35.71,24,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4168,Program officers unique to government,HOUR,15.792,64.6884,33.374,2011,National Household Survey,24.541,59.2322,35.406,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,16.292,67.7039,34.912,2011,National Household Survey,,,,,,,,,,
2011,4169,"Other professional occupations in social science, n.e.c.",HOUR,17.531,49.8935,31.083,2011,National Household Survey,16.618,40.8102,26.256,2011,National Household Survey,,,,,,,,,,,20,33.5,26.75,2011-2012,Labour Force Survey - Statistics Canada,,,,,,17.758,52.4807,31.578,2011,National Household Survey,,,,,,,,,,
2011,4211,Paralegal and related occupations,HOUR,16.15,37.97,25,2012-2013,Labour Force Survey,16.15,37.97,25,2012-2013,Labour Force Survey,,,,,,,,,,,16.15,37.97,25,2012-2013,Labour Force Survey,,,,,,16.15,41.21,25.64,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4212,Social and community service workers,HOUR,15,26.89,19,2012-2013,Labour Force Survey,15,28.85,18.5,2012-2013,Labour Force Survey,15,26.89,19,2012-2013,Labour Force Survey,15,26.89,19,2012-2013,Labour Force Survey,14.56,26.99,19,2012-2013,Labour Force Survey,15,26.89,19,2012-2013,Labour Force Survey,15,25.26,19.5,2012-2013,Labour Force Survey,16.6,27,18.92,2012-2013,Labour Force Survey,15,26.89,19,Labour Force Survey,2012-2013
2011,4214,Early childhood educators and assistants,HOUR,11,24.84,16,2012-2013,Labour Force Survey,13,25,16.25,2012-2013,Labour Force Survey,,,,,,11,24.84,16,2012-2013,Labour Force Survey,11,24.84,16,2012-2013,Labour Force Survey,11,24.84,16,2012-2013,Labour Force Survey,10.4,23.42,16,2012-2013,Labour Force Survey,13,19.32,16,2012-2013,Employment Insurance Data,11.22,20.27,15,Employment Insurance Data,2012-2013
2011,4215,Instructors of persons with disabilities,HOUR,10.25,36.3174,21.831,2011,National Household Survey,15.5,35.19,20.85,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,14.4279,32.4176,22.91,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,4216,Other instructors,HOUR,12.02,30.23,18.5,2012-2013,Labour Force Survey,12.02,30.23,18.5,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,10.25,30.23,18,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4217,Other religious occupations,HOUR,13.1522,24.4404,17.5,2012-2013,Employment Insurance Data,10.25,28.59,14.13,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,13.1522,24.4404,17.5,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,4311,Police officers (except commissioned),HOUR,19.23,45,37.5,2012-2013,Labour Force Survey,17.48,46,37,2012-2013,Labour Force Survey,19.23,45,37.5,2012-2013,Labour Force Survey,19.23,45,37.5,2012-2013,Labour Force Survey,19.23,45,37.5,2012-2013,Labour Force Survey,19.23,45,37.5,2012-2013,Labour Force Survey,19.23,44.71,37.98,2012-2013,Labour Force Survey,19.23,45,37.5,2012-2013,Labour Force Survey,10.25,55.2223,38.241,National Household Survey,2011
2011,4312,Firefighters,HOUR,22.04,43,35,2012-2013,Labour Force Survey,22.04,43,35,2012-2013,Labour Force Survey,,,,,,,,,,,22.04,43,35,2012-2013,Labour Force Survey,22.04,43,35,2012-2013,Labour Force Survey,22.04,43,35,2012-2013,Labour Force Survey,22.04,44,35,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,4313,Non-commissioned ranks of the Canadian Forces,HOUR,19.23,37,28,2012-2013,Labour Force Survey,19.23,37,28,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,14.151,32.0366,24.709,2011,National Household Survey,,,,,,,,,,
2011,4411,Home child care providers,HOUR,10.25,17,10.5,2012-2013,Labour Force Survey,10.25,17,10.5,2012-2013,Labour Force Survey,10.25,13.49,10.25,2006,2006 Census - Statistics Canada,,,,,,,,,,,10.25,15.17,10.25,2006,2006 Census - Statistics Canada,10.25,18.72,10.25,2012-2013,Labour Force Survey,,,,,,,,,,
2011,4412,"Home support workers, housekeepers and related occupations",HOUR,10.25,22,17.5,2012-2013,Labour Force Survey,12.35,22,18,2012-2013,Labour Force Survey,13,20,16.32,2012-2013,Employment Insurance Data,10.25,21.94,17,2011-2012,Labour Force Survey,10.25,21.94,17,2011-2012,Labour Force Survey - Statistics Canada,10.25,22,17.5,2012-2013,Labour Force Survey,10.25,21.2,17.5,2012-2013,Labour Force Survey,11.66,20.11,16,2012-2013,Employment Insurance Data,10.5,20.11,16,Employment Insurance Data,2012-2013
2011,4413,Elementary and secondary school teacher assistants,HOUR,16,25.7,21.59,2012-2013,Labour Force Survey,18,25.51,22,2012-2013,Labour Force Survey,16,22,21,2011-2012,Employment Insurance Data,16,25.7,21.59,2012-2013,Labour Force Survey,16.21,23.25,21,2012-2013,Labour Force Survey,16,25.7,21.59,2012-2013,Labour Force Survey,16,26,22,2012-2013,Labour Force Survey,18,22.58,21.74,2012-2013,Employment Insurance Data,,,,,
2011,4421,Sheriffs and bailiffs,HOUR,22.047,41.2253,29.081,2011,National Household Survey,15.09,27.41,24.21,2011-2012,Employment Insurance Data,,,,,,,,,,,15.09,27.41,24.21,2011-2012,Employment Insurance Data,15.09,27.41,24.21,2011-2012,Employment Insurance Data,22.397,40.7983,28.614,2011,National Household Survey,,,,,,,,,,
